"'DateTime","'High","'Moderately High","'Normal","'Moderately Low","'Low","'Very Low","'2018/2019","'2019/2020"
"'2019-02-06 00:00:00",,,,,,,60.25746535897352,63.03995574140945
"'2019-02-13 00:00:00",,,,,,,60.96942423245252,63.76827430835025
"'2019-02-15 00:00:00",98.7,86.64,85.75999999999999,81.066,64.01,58.64
"'2019-02-20 00:00:00",,,,,,,62.85506622865981,65.35341620995855
"'2019-02-27 00:00:00",,,,,,,63.72790582810958,65.38572972662452
"'2019-03-06 00:00:00",,,,,,,64.19481272834105,65.0471714901745
"'2019-03-13 00:00:00",,,,,,,64.87801725510569,65.39846780855663
"'2019-03-15 00:00:00",94.56,89.6325,86.182,80.306,72.83,64.40899999999999
"'2019-03-20 00:00:00",,,,,,,66.88345341889494,66.58142350563256
"'2019-03-27 00:00:00",,,,,,,71.99495222282651,66.97080918665473
"'2019-04-03 00:00:00",,,,,,,76.18500065875865,67.33852764007676
"'2019-04-10 00:00:00",,,,,,,78.66861442762615,67.71436349865158
"'2019-04-15 00:00:00",93.9,89.9325,87.08599999999998,80.102,74.3575,67.927
"'2019-04-17 00:00:00",,,,,,,81.47005582901498,68.6200785889702
"'2019-04-24 00:00:00",,,,,,,82.5248814078328,70.57237696979763
"'2019-05-01 00:00:00",,,,,,,81.64433027348788,73.86960450128849
"'2019-05-08 00:00:00",,,,,,,80.98254320801101,74.3863710016316
"'2019-05-15 00:00:00",93.5,89.56,86.716,79.38400000000001,75.5225,68.5,80.80801899722572,74.26791932797877
"'2019-05-22 00:00:00",,,,,,,80.9477320282211,74.08321713996344
"'2019-05-29 00:00:00",,,,,,,80.548262032336,73.9495609420436
"'2019-06-05 00:00:00",,,,,,,80.50730035710339,73.65814609705794
"'2019-06-12 00:00:00",,,,,,,80.48532092161273,73.35305654646871
"'2019-06-15 00:00:00",95.6,89.03,86.618,78.14400000000006,74.42750000000001,67.69900000000001
"'2019-06-19 00:00:00",,,,,,,80.44401581770056,72.97013356877972
"'2019-06-26 00:00:00",,,,,,,80.35868940122897,72.65470993701518
"'2019-07-03 00:00:00",,,,,,,80.04211060026962,72.42598643644041
"'2019-07-10 00:00:00",,,,,,,79.93864490536042,71.98939492237577
"'2019-07-15 00:00:00",93.93,87.9175,86.67,77.19600000000005,72.5425,66.528
"'2019-07-17 00:00:00",,,,,,,79.64239083807213,71.02086360449005
"'2019-07-24 00:00:00",,,,,,,79.34285858793368,70.68676994087407
"'2019-07-31 00:00:00",,,,,,,78.97395374452778,70.41817749268343
"'2019-08-07 00:00:00",,,,,,,78.53118051423138,70.17340650653733
"'2019-08-14 00:00:00",,,,,,,78.22044000082423,69.73846969429228
"'2019-08-15 00:00:00",93.6,86.52250000000001,85.264,75.96200000000006,70.95750000000001,65.23899999999999
"'2019-08-21 00:00:00",,,,,,,78.24270042341635,69.16372618868472
"'2019-08-28 00:00:00",,,,,,,77.96892532424351,68.56481779235304
"'2019-09-04 00:00:00",,,,,,,77.63629903771285,67.85545024436513
"'2019-09-11 00:00:00",,,,,,,77.46093186562322,67.15932031093409
"'2019-09-15 00:00:00",93.7,85.59750000000001,82.476,74.00400000000008,68.17500000000001,63.463
"'2019-09-18 00:00:00",,,,,,,76.96139924083529,66.40259082595847
"'2019-09-25 00:00:00",,,,,,,76.34691167076804,65.42900174024679
"'2019-10-02 00:00:00",,,,,,,75.88328295338673,64.5551318547584
"'2019-10-09 00:00:00",,,,,,,75.08577911791281,63.6920955830701
"'2019-10-15 00:00:00",90.99,84.10249999999999,79.93599999999999,72.46000000000001,64.6825,61.064
"'2019-10-16 00:00:00",,,,,,,74.39901542119655,62.72103538127139
"'2019-10-23 00:00:00",,,,,,,73.72511468956858,61.72571662638144
"'2019-10-30 00:00:00",,,,,,,73.01003373718466,60.822967511022505
"'2019-11-06 00:00:00",,,,,,,71.85420890579253,60.027867676305355
"'2019-11-13 00:00:00",,,,,,,70.94790062048196,59.31959285593417
"'2019-11-15 00:00:00",97.01,84.1325,78.324,72.41600000000001,62.129999999999995,58.599000000000004
"'2019-11-20 00:00:00",,,,,,,69.80731153414588,58.57194862057188
"'2019-11-27 00:00:00",,,,,,,68.84227694463367,58.12508546691002
"'2019-12-04 00:00:00",,,,,,,67.82806961236894,57.17029129620599
"'2019-12-11 00:00:00",,,,,,,67.01170842030926,57.038414683261976
"'2019-12-15 00:00:00",98.3,83.51,80.934,70.72400000000012,59.9375,57.709
"'2019-12-18 00:00:00",,,,,,,66.31414233058196,59.37944310854157
"'2019-12-25 00:00:00",,,,,,,65.57280469460761,59.26548722851182
"'2020-01-01 00:00:00",,,,,,,64.90736479681199,59.210850847675644
"'2020-01-08 00:00:00",,,,,,,64.73658708071261
"'2020-01-15 00:00:00",97.4,85.41,82.85,77.142,60.06,56.455999999999996,64.70074561488408
"'2020-01-22 00:00:00",,,,,,,64.05113465713642
"'2020-01-29 00:00:00",,,,,,,63.38997200744054
"'2020-02-05 00:00:00",,,,,,,63.01613427936486
"'2020-02-12 00:00:00",,,,,,,63.46365306959676
"'2020-02-15 00:00:00",98.7,86.59,85.326,80.176,63.8,58.71900000000001
"'2020-02-19 00:00:00",,,,,,,65.32241396643266
"'2020-02-26 00:00:00",,,,,,,65.4470785771063
"'2020-03-04 00:00:00",,,,,,,65.07911035737189
"'2020-03-11 00:00:00",,,,,,,64.96733993257558
"'2020-03-15 00:00:00",94.56,89.495,86.03,79.69,66.78,64.46
"'2020-03-18 00:00:00",,,,,,,66.47624066732564
"'2020-03-25 00:00:00",,,,,,,66.84433377021625
"'2020-04-01 00:00:00",,,,,,,67.28704455893455
"'2020-04-08 00:00:00",,,,,,,67.4671885117487
"'2020-04-15 00:00:00",93.9,89.86250000000001,86.77,79.672,73.0175,67.587,68.3323165763033
"'2020-04-22 00:00:00",,,,,,,69.33949923103198
"'2020-04-29 00:00:00",,,,,,,73.65452448552823
"'2020-05-06 00:00:00",,,,,,,74.40725770950554
"'2020-05-13 00:00:00",,,,,,,74.33420106313031
"'2020-05-15 00:00:00",93.5,89.465,86.57,78.03,73.4,68.5
"'2020-05-20 00:00:00",,,,,,,74.10223060049442
"'2020-05-27 00:00:00",,,,,,,74.03573031981952
"'2020-06-03 00:00:00",,,,,,,73.7341374976038
"'2020-06-10 00:00:00",,,,,,,73.46813637490423
"'2020-06-15 00:00:00",95.6,88.98249999999999,86.49,76.16,72.23,67.75800000000001
"'2020-06-17 00:00:00",,,,,,,73.06538819616895
"'2020-06-24 00:00:00",,,,,,,72.73195016912301
