model_name,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,param_model__learning_rate,param_model__l2_regularization,param_model__max_iter,param_model__max_leaf_nodes
Gradient Boosting,0.16706233024597167,0.014740497348263047,0.01316838264465332,0.0014101951627078575,,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__min_samples_leaf': 2, 'model__n_estimators': 100}",-13.351344980118816,-12.51089804320907,-11.678341600701868,-21.5556960437161,-10.724711710331471,-13.964198475615467,3.8945583327328106,36,2,,2.0,100.0,0.1,,,
Gradient Boosting,0.3078190326690674,0.015636938187155728,0.013161087036132812,0.000542896110911619,,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",-13.773349114277343,-11.817183081112596,-11.483617914223231,-21.4372906024524,-11.10139550388168,-13.922567243189452,3.8686808991723765,35,2,,2.0,200.0,0.1,,,
Gradient Boosting,0.18721318244934082,0.007363099800645109,0.01243605613708496,0.00013666244461274968,,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__n_estimators': 100}",-11.37473662259747,-11.850875621905315,-10.593571763701876,-21.31219227815417,-11.72944383197346,-13.372164023666457,3.9941754563681435,23,3,,1.0,100.0,0.1,,,
Gradient Boosting,0.3574397563934326,0.015831671018787644,0.012604761123657226,0.00022284903857247237,,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-11.734740378143607,-11.750016978407526,-10.69872437889198,-21.235298582320606,-11.810784633294658,-13.445912990211676,3.9166157050049746,25,3,,1.0,200.0,0.1,,,
Gradient Boosting,0.1781257152557373,0.0017344643901441644,0.012476682662963867,0.00024218507159425457,,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__n_estimators': 100}",-13.892023648461324,-9.852333773617435,-11.658948871350676,-20.88559443937974,-11.394930125729736,-13.536766171707779,3.8941028835918767,29,3,,2.0,100.0,0.1,,,
Gradient Boosting,0.4962934017181396,0.09336780300670895,0.015297794342041015,0.005039022135253064,,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",-14.39708773420067,-9.665572941592043,-11.850857746853187,-20.969356408334505,-11.123196808099564,-13.601214327815995,3.9904015914992352,30,3,,2.0,200.0,0.1,,,
HistGradientBoosting,0.18214883804321289,0.031969496039554984,0.025560522079467775,0.005837764250747098,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-11.378192318513285,-13.66232058871193,-11.345003914383954,-20.504238502111455,-10.823184653598986,-13.542587995463922,3.616297903828075,4,,,,,0.03,0.0,100.0,7.0
HistGradientBoosting,0.21205039024353028,0.00765943205490857,0.03132729530334473,0.0018383729454295504,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-11.378192318513285,-13.66232058871193,-11.345003914383954,-20.504238502111455,-10.823184653598986,-13.542587995463922,3.616297903828075,4,,,,,0.03,0.0,100.0,15.0
HistGradientBoosting,0.1750502586364746,0.030445527255904513,0.018120574951171874,0.004926648292602994,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-11.378192318513285,-13.66232058871193,-11.345003914383954,-20.504238502111455,-10.823184653598986,-13.542587995463922,3.616297903828075,4,,,,,0.03,0.0,100.0,31.0
HistGradientBoosting,0.2877354621887207,0.014436567729740656,0.025847721099853515,0.0072579371701259505,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-11.996419114379716,-13.267530379951166,-11.88649282703087,-20.653991747076816,-11.49691877472091,-13.860270568631895,3.4485115890850127,19,,,,,0.03,0.0,200.0,7.0
HistGradientBoosting,0.2709640979766846,0.05307385941385945,0.023050260543823243,0.007797014453958421,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-11.996419114379716,-13.267530379951166,-11.88649282703087,-20.653991747076816,-11.49691877472091,-13.860270568631895,3.4485115890850127,19,,,,,0.03,0.0,200.0,15.0
HistGradientBoosting,0.17675189971923827,0.00396529708794368,0.017174959182739258,0.0007040292092169219,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-11.996419114379716,-13.267530379951166,-11.88649282703087,-20.653991747076816,-11.49691877472091,-13.860270568631895,3.4485115890850127,19,,,,,0.03,0.0,200.0,31.0
HistGradientBoosting,0.11082253456115723,0.012491455020510963,0.01559910774230957,0.001002769787477391,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-11.775865720590632,-13.304528566203558,-11.886001481501058,-20.58727800786665,-11.332750232966834,-13.777284801825747,3.4686564003792464,16,,,,,0.05,0.0,100.0,7.0
HistGradientBoosting,0.11015734672546387,0.0067846171806410505,0.014508438110351563,0.00022785913946611207,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-11.775865720590632,-13.304528566203558,-11.886001481501058,-20.58727800786665,-11.332750232966834,-13.777284801825747,3.4686564003792464,16,,,,,0.05,0.0,100.0,15.0
HistGradientBoosting,0.10875649452209472,0.0022438927601321984,0.015237045288085938,0.0012800336292090489,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-11.775865720590632,-13.304528566203558,-11.886001481501058,-20.58727800786665,-11.332750232966834,-13.777284801825747,3.4686564003792464,16,,,,,0.05,0.0,100.0,31.0
HistGradientBoosting,0.1880765438079834,0.01233831220009547,0.016462087631225586,0.00026760193083015093,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-12.644537946724805,-13.355703555471651,-12.090960913645729,-20.940393130102365,-11.716469124587173,-14.149612934106344,3.440013820571233,37,,,,,0.05,0.0,200.0,7.0
HistGradientBoosting,0.17569441795349122,0.0029507105680364096,0.016688776016235352,0.0005857301082062487,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-12.644537946724805,-13.355703555471651,-12.090960913645729,-20.940393130102365,-11.716469124587173,-14.149612934106344,3.440013820571233,37,,,,,0.05,0.0,200.0,15.0
HistGradientBoosting,0.17897477149963378,0.003993425156534656,0.01685175895690918,0.000222034275342248,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-12.644537946724805,-13.355703555471651,-12.090960913645729,-20.940393130102365,-11.716469124587173,-14.149612934106344,3.440013820571233,37,,,,,0.05,0.0,200.0,31.0
HistGradientBoosting,0.11157112121582032,0.013073674102134045,0.014492416381835937,0.00020019430984923446,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-12.566640982910556,-13.40544961484255,-12.181030625972179,-20.91635427905659,-11.856277064257393,-14.185150513407853,3.405194819436651,43,,,,,0.1,0.0,100.0,7.0
HistGradientBoosting,0.10963988304138184,0.0018506477243398442,0.01470952033996582,0.00017057994771808144,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-12.566640982910556,-13.40544961484255,-12.181030625972179,-20.91635427905659,-11.856277064257393,-14.185150513407853,3.405194819436651,43,,,,,0.1,0.0,100.0,15.0
HistGradientBoosting,0.10791354179382324,0.002202432448946964,0.01473550796508789,0.00019258126390024627,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-12.566640982910556,-13.40544961484255,-12.181030625972179,-20.91635427905659,-11.856277064257393,-14.185150513407853,3.405194819436651,43,,,,,0.1,0.0,100.0,31.0
HistGradientBoosting,0.18326253890991212,0.013880622761143295,0.016648149490356444,0.00032663169916057804,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-13.148139405229994,-13.691219679403794,-12.608628157151939,-21.075935166710224,-12.386471869699099,-14.582078855639008,3.2782672223059692,52,,,,,0.1,0.0,200.0,7.0
HistGradientBoosting,0.1772207260131836,0.0024193435560935393,0.01713089942932129,0.0006572393496532008,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-13.148139405229994,-13.691219679403794,-12.608628157151939,-21.075935166710224,-12.386471869699099,-14.582078855639008,3.2782672223059692,52,,,,,0.1,0.0,200.0,15.0
HistGradientBoosting,0.20067100524902343,0.030180894914297957,0.01710505485534668,0.001112480735687097,,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-13.148139405229994,-13.691219679403794,-12.608628157151939,-21.075935166710224,-12.386471869699099,-14.582078855639008,3.2782672223059692,52,,,,,0.1,0.0,200.0,31.0
HistGradientBoosting,0.10880298614501953,0.0040279053118459215,0.015125465393066407,0.0007629420220808648,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-11.367702898249002,-13.721597088662653,-11.318094713236613,-20.47380651307504,-10.843106448621912,-13.544861532369044,3.6066467728341602,7,,,,,0.03,0.5,100.0,7.0
HistGradientBoosting,0.11011223793029785,0.009789911541313014,0.014521217346191407,0.0007568804023403622,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-11.367702898249002,-13.721597088662653,-11.318094713236613,-20.47380651307504,-10.843106448621912,-13.544861532369044,3.6066467728341602,7,,,,,0.03,0.5,100.0,15.0
HistGradientBoosting,0.11203722953796387,0.006090620163380312,0.01569361686706543,0.0012170391994605532,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-11.367702898249002,-13.721597088662653,-11.318094713236613,-20.47380651307504,-10.843106448621912,-13.544861532369044,3.6066467728341602,7,,,,,0.03,0.5,100.0,31.0
HistGradientBoosting,0.17799720764160157,0.004443972856746675,0.016636991500854494,0.0002869100928742031,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-11.970448303037749,-13.270601881888055,-11.958358630673974,-20.61887202886691,-11.531520600379157,-13.869960288969171,3.4245498108491685,25,,,,,0.03,0.5,200.0,7.0
HistGradientBoosting,0.18962416648864747,0.016065556143891123,0.017121171951293944,0.0006755305689452697,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-11.970448303037749,-13.270601881888055,-11.958358630673974,-20.61887202886691,-11.531520600379157,-13.869960288969171,3.4245498108491685,25,,,,,0.03,0.5,200.0,15.0
HistGradientBoosting,0.29969143867492676,0.192574273569864,0.032499504089355466,0.02426182937550126,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-11.970448303037749,-13.270601881888055,-11.958358630673974,-20.61887202886691,-11.531520600379157,-13.869960288969171,3.4245498108491685,25,,,,,0.03,0.5,200.0,31.0
HistGradientBoosting,0.22177572250366212,0.15107680721045047,0.025373506546020507,0.021406835132875633,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-11.79796207366198,-13.305949542781049,-11.85371496139794,-20.582101579911548,-11.337370634268424,-13.775419758404189,3.4669494214965986,13,,,,,0.05,0.5,100.0,7.0
HistGradientBoosting,0.10720438957214355,0.004246642730357071,0.014777374267578126,0.0002627984250971224,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-11.79796207366198,-13.305949542781049,-11.85371496139794,-20.582101579911548,-11.337370634268424,-13.775419758404189,3.4669494214965986,13,,,,,0.05,0.5,100.0,15.0
HistGradientBoosting,0.11688017845153809,0.015936776600817437,0.0148895263671875,0.0003306760800051918,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-11.79796207366198,-13.305949542781049,-11.85371496139794,-20.582101579911548,-11.337370634268424,-13.775419758404189,3.4669494214965986,13,,,,,0.05,0.5,100.0,31.0
HistGradientBoosting,0.22437758445739747,0.04948939655133865,0.023818826675415038,0.012996543192790205,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-12.643515395870887,-13.367745481793458,-12.141729970950948,-20.941216145192215,-11.76783671244364,-14.172408741250228,3.4265835581286477,40,,,,,0.05,0.5,200.0,7.0
HistGradientBoosting,0.279101037979126,0.03977176381442542,0.029297876358032226,0.0075472639352683465,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-12.643515395870887,-13.367745481793458,-12.141729970950948,-20.941216145192215,-11.76783671244364,-14.172408741250228,3.4265835581286477,40,,,,,0.05,0.5,200.0,15.0
HistGradientBoosting,0.2975346565246582,0.020374269264488626,0.02849998474121094,0.011035854918646813,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-12.643515395870887,-13.367745481793458,-12.141729970950948,-20.941216145192215,-11.76783671244364,-14.172408741250228,3.4265835581286477,40,,,,,0.05,0.5,200.0,31.0
HistGradientBoosting,0.18412137031555176,0.045083782635493085,0.022460031509399413,0.006473165591030679,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-12.560100005767158,-13.315178980781617,-12.167838591851721,-20.964560272892115,-11.705654279750934,-14.14266642620871,3.4515637262029335,34,,,,,0.1,0.5,100.0,7.0
HistGradientBoosting,0.16109704971313477,0.02844151733005699,0.024544382095336915,0.006814445039466689,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-12.560100005767158,-13.315178980781617,-12.167838591851721,-20.964560272892115,-11.705654279750934,-14.14266642620871,3.4515637262029335,34,,,,,0.1,0.5,100.0,15.0
HistGradientBoosting,0.1716770648956299,0.024828257526219047,0.0187744140625,0.00608344555446623,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-12.560100005767158,-13.315178980781617,-12.167838591851721,-20.964560272892115,-11.705654279750934,-14.14266642620871,3.4515637262029335,34,,,,,0.1,0.5,100.0,31.0
HistGradientBoosting,0.27217464447021483,0.021324544082405847,0.030688714981079102,0.005992209486541651,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-13.075455632354032,-13.711991179103173,-12.61790968851825,-21.140902644833034,-12.22952638041509,-14.555157105044717,3.3296839298039487,46,,,,,0.1,0.5,200.0,7.0
HistGradientBoosting,0.21501355171203612,0.03529372061218865,0.02076888084411621,0.006340198334852041,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-13.075455632354032,-13.711991179103173,-12.61790968851825,-21.140902644833034,-12.22952638041509,-14.555157105044717,3.3296839298039487,46,,,,,0.1,0.5,200.0,15.0
HistGradientBoosting,0.18011832237243652,0.0053406643519614844,0.016101837158203125,0.0005211874419824343,,"{'model__l2_regularization': 0.5, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-13.075455632354032,-13.711991179103173,-12.61790968851825,-21.140902644833034,-12.22952638041509,-14.555157105044717,3.3296839298039487,46,,,,,0.1,0.5,200.0,31.0
HistGradientBoosting,0.10825319290161133,0.003453703045019791,0.014991664886474609,0.0003665630751097857,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-11.344480834652241,-13.689080220176583,-11.250837466973683,-20.481028701446995,-10.862583322711536,-13.52560210919221,3.6174078404820067,1,,,,,0.03,1.0,100.0,7.0
HistGradientBoosting,0.11390867233276367,0.015382051082904762,0.015823841094970703,0.0018672942323752864,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-11.344480834652241,-13.689080220176583,-11.250837466973683,-20.481028701446995,-10.862583322711536,-13.52560210919221,3.6174078404820067,1,,,,,0.03,1.0,100.0,15.0
HistGradientBoosting,0.10478582382202148,0.003562812775257628,0.014499187469482422,0.00016601878489263974,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-11.344480834652241,-13.689080220176583,-11.250837466973683,-20.481028701446995,-10.862583322711536,-13.52560210919221,3.6174078404820067,1,,,,,0.03,1.0,100.0,31.0
HistGradientBoosting,0.1837775707244873,0.0023663527318020156,0.017471981048583985,0.0007797205488893906,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-12.035453988723399,-13.27215578256111,-11.894979267997133,-20.611497374565747,-11.504102136851888,-13.863637710139855,3.4254559061275764,22,,,,,0.03,1.0,200.0,7.0
HistGradientBoosting,0.19462871551513672,0.017079634699137855,0.017086124420166014,0.001407682115855673,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-12.035453988723399,-13.27215578256111,-11.894979267997133,-20.611497374565747,-11.504102136851888,-13.863637710139855,3.4254559061275764,22,,,,,0.03,1.0,200.0,15.0
HistGradientBoosting,0.18278970718383789,0.0048003183467935535,0.016439485549926757,0.000266544481830774,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-12.035453988723399,-13.27215578256111,-11.894979267997133,-20.611497374565747,-11.504102136851888,-13.863637710139855,3.4254559061275764,22,,,,,0.03,1.0,200.0,31.0
HistGradientBoosting,0.10913605690002441,0.008664106272145752,0.017122888565063478,0.00573530018386086,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-11.805075611455596,-13.307037012273772,-11.899545153435422,-20.563211475436827,-11.300075179779348,-13.774988886476194,3.4589590988141263,10,,,,,0.05,1.0,100.0,7.0
HistGradientBoosting,0.1053269386291504,0.00359967164026121,0.014758014678955078,0.0008409777794828719,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-11.805075611455596,-13.307037012273772,-11.899545153435422,-20.563211475436827,-11.300075179779348,-13.774988886476194,3.4589590988141263,10,,,,,0.05,1.0,100.0,15.0
HistGradientBoosting,0.10964012145996094,0.007898643829038089,0.014315080642700196,0.0001817637574449522,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-11.805075611455596,-13.307037012273772,-11.899545153435422,-20.563211475436827,-11.300075179779348,-13.774988886476194,3.4589590988141263,10,,,,,0.05,1.0,100.0,31.0
HistGradientBoosting,0.1832223892211914,0.011285547831977627,0.016616153717041015,0.000800999276211805,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-12.626785730350495,-13.347471097837717,-12.050741844746831,-20.886589442955888,-11.689058381865596,-14.120129299551305,3.4294177007052036,28,,,,,0.05,1.0,200.0,7.0
HistGradientBoosting,0.1780327320098877,0.0031254286591089102,0.016835880279541016,0.00038621406127168376,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-12.626785730350495,-13.347471097837717,-12.050741844746831,-20.886589442955888,-11.689058381865596,-14.120129299551305,3.4294177007052036,28,,,,,0.05,1.0,200.0,15.0
HistGradientBoosting,0.18086962699890136,0.007778199554710777,0.016492652893066406,0.00014300428258617556,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-12.626785730350495,-13.347471097837717,-12.050741844746831,-20.886589442955888,-11.689058381865596,-14.120129299551305,3.4294177007052036,28,,,,,0.05,1.0,200.0,31.0
HistGradientBoosting,0.10631890296936035,0.0024923840982904607,0.015285778045654296,0.0016438911505687493,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 7}",-12.544879282601402,-13.246462475902884,-12.186456650953563,-20.921135051283063,-11.73652019243313,-14.127090730634809,3.432748914487953,31,,,,,0.1,1.0,100.0,7.0
HistGradientBoosting,0.10519356727600097,0.0033728130817675265,0.01468973159790039,0.00019688867833771335,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 15}",-12.544879282601402,-13.246462475902884,-12.186456650953563,-20.921135051283063,-11.73652019243313,-14.127090730634809,3.432748914487953,31,,,,,0.1,1.0,100.0,15.0
HistGradientBoosting,0.1069643497467041,0.0011486227528460895,0.02118539810180664,0.0077331028415358475,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.1, 'model__max_iter': 100, 'model__max_leaf_nodes': 31}",-12.544879282601402,-13.246462475902884,-12.186456650953563,-20.921135051283063,-11.73652019243313,-14.127090730634809,3.432748914487953,31,,,,,0.1,1.0,100.0,31.0
HistGradientBoosting,0.18162288665771484,0.004909733853651363,0.016996383666992188,0.0004820977660378839,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 7}",-13.073898467198683,-13.655851004210112,-12.737578297748177,-21.085003545432453,-12.256994254538855,-14.561865113825656,3.2932261802526086,49,,,,,0.1,1.0,200.0,7.0
HistGradientBoosting,0.18217716217041016,0.009352798981950461,0.01705060005187988,0.0012309581448822515,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-13.073898467198683,-13.655851004210112,-12.737578297748177,-21.085003545432453,-12.256994254538855,-14.561865113825656,3.2932261802526086,49,,,,,0.1,1.0,200.0,15.0
HistGradientBoosting,0.17942442893981933,0.008454530244090982,0.015416336059570313,0.0025141099162501,,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.1, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-13.073898467198683,-13.655851004210112,-12.737578297748177,-21.085003545432453,-12.256994254538855,-14.561865113825656,3.2932261802526086,49,,,,,0.1,1.0,200.0,31.0
Extra Trees,0.3741952419281006,0.004481572055359301,0.07804083824157715,0.00906825501454513,,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-11.381258992308364,-11.486225881463415,-8.993680350668463,-21.566782661653544,-10.451987998701492,-12.775987176959056,4.485390802837337,15,,sqrt,1.0,200.0,,,,
Extra Trees,1.2035431861877441,0.22651499390528898,0.2113584518432617,0.034297585670992836,,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-10.930598994336952,-11.649281615309066,-9.000470363866176,-21.536100676393346,-10.676830650262042,-12.758656460033517,4.473790228675482,13,,sqrt,1.0,400.0,,,,
Extra Trees,0.4963208198547363,0.20564924847547847,0.09359974861145019,0.03508157484747033,,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",-12.282142850377694,-14.650985992766817,-11.38260052526538,-21.40827536887915,-12.838667428059768,-14.51253443306976,3.6095256064477015,28,,sqrt,2.0,200.0,,,,
Extra Trees,0.6356066703796387,0.012868909968296992,0.11992082595825196,0.0040048523852315564,,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 400}",-12.093951316134431,-14.57454227163667,-11.17673137804581,-21.40369312035824,-12.816952729939214,-14.413174163222873,3.668642101288645,26,,sqrt,2.0,400.0,,,,
Extra Trees,0.33266491889953614,0.01669130888462514,0.0750504493713379,0.010920587411777625,,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 200}",-13.313289659351172,-16.13573591848438,-13.216037605508948,-21.61411755182698,-14.071042827764261,-15.670044712587147,3.1522094634604927,34,,sqrt,4.0,200.0,,,,
Extra Trees,0.6548029899597168,0.022042132035396258,0.12283501625061036,0.007364632099242988,,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 400}",-13.094116199086915,-15.966359329327886,-12.965504105797216,-21.5787250117821,-13.941557222120728,-15.509252373622967,3.2189641487279412,31,,sqrt,4.0,400.0,,,,
Extra Trees,0.5157693386077881,0.011580653921268672,0.0864837646484375,0.014335274361501784,,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-10.01567633762194,-11.877907065219866,-9.589335222005746,-22.481315547583065,-11.002681207323967,-12.993383075950916,4.810037888789682,22,,0.7,1.0,200.0,,,,
Extra Trees,1.0747130393981934,0.12293425777063892,0.13355450630187987,0.018382039458743723,,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-9.933027688600289,-11.890031394512798,-9.552463098593995,-22.48354950013454,-10.991930648207347,-12.970200466009794,4.82678927927451,21,,0.7,1.0,400.0,,,,
Extra Trees,0.6641177654266357,0.15411029106350876,0.11996650695800781,0.01639738460927081,,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",-11.721676249576397,-10.989183935989217,-10.737213654114248,-21.587034657159844,-9.626978336189591,-12.932417366605861,4.379253296794422,20,,0.7,2.0,200.0,,,,
Extra Trees,1.0983586311340332,0.2580761748364602,0.14399681091308594,0.032510464349783996,,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 2, 'model__n_estimators': 400}",-11.42397084280131,-10.974106163984725,-10.806051799965127,-21.611062729829534,-9.62451801939858,-12.887941911195856,4.401886352591882,19,,0.7,2.0,400.0,,,,
Extra Trees,0.3763281345367432,0.016652619106211203,0.07859988212585449,0.011782001127264734,,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 4, 'model__n_estimators': 200}",-9.78074325489075,-11.906386119649584,-10.138114561986475,-20.684519123802175,-9.69428722907235,-12.440810057880267,4.199192724837871,8,,0.7,4.0,200.0,,,,
Extra Trees,0.7187599658966064,0.014337016211610343,0.12164673805236817,0.0011573279450567977,,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 4, 'model__n_estimators': 400}",-9.780254479330416,-11.937164530878373,-10.188750470075234,-20.731745007485852,-9.649654954498832,-12.457513888453741,4.21741013538856,10,,0.7,4.0,400.0,,,,
