model_group,MAE,RMSE,R2,MAPE_pct
Model B - + Municipality geography,8.591022727272728,13.420557236347934,0.5963050080462164,24.49225185954467
Model A - Water/Population features,10.532727272727271,14.803578556152624,0.5088143279383162,25.990813338542996
